request_id,user_id,department,team,model_provider,model_name,region,timestamp,tokens_input,tokens_output,total_tokens,cost_usd,latency_ms,status,prompt_category
1834,266,Operations,Research,Anthropic,claude-3-opus,US,2024-10-31 04:17:00,159,574,733,0.0235,2464,error,summarization
1835,271,IT,Product,Anthropic,claude-3-haiku,EU,2024-10-17 10:59:00,1138,362,1500,0.034,691,success,chat
1836,107,Finance,Support,Google,gemini-pro,Asia,2024-09-21 15:08:00,589,764,1353,0.0676,2768,success,coding
1837,480,HR,Research,Anthropic,claude-3-haiku,US,2024-03-20 02:47:00,1442,938,2380,0.079,1933,success,summarization
1838,81,Sales,Product,Anthropic,claude-3-haiku,US,2024-04-24 02:52:00,148,346,494,0.0135,2946,success,chat
1839,315,Finance,Product,Anthropic,claude-3-haiku,US,2024-05-05 11:52:00,506,551,1057,0.0454,816,success,summarization
1840,459,Operations,Product,Meta,llama-3-70b,Asia,2024-04-19 17:22:00,758,739,1497,0.0181,2036,success,coding
1841,385,IT,Support,Anthropic,claude-3-haiku,Asia,2024-08-18 06:15:00,1093,589,1682,0.0489,3464,success,summarization
1842,387,Marketing,Analytics,OpenAI,gpt-3.5-turbo,US,2024-08-29 09:31:00,1205,385,1590,0.0752,892,success,analysis
1843,43,HR,Support,OpenAI,gpt-4o-mini,Asia,2024-08-11 23:01:00,314,1011,1325,0.0388,901,success,coding
1844,106,Sales,Research,OpenAI,gpt-4o-mini,Asia,2024-12-11 22:45:00,911,1183,2094,0.026,1667,success,summarization
1845,306,HR,Research,Meta,llama-3-70b,US,2024-04-20 16:41:00,961,30,991,0.026,531,success,coding
1846,114,Marketing,Data Engineering,Google,gemini-flash,Asia,2024-12-07 22:17:00,102,969,1071,0.0501,1448,success,search
1847,404,Marketing,Support,Meta,llama-3-70b,EU,2024-04-08 17:45:00,196,1192,1388,0.0227,3447,success,analysis
1848,354,IT,Product,Anthropic,claude-3-haiku,US,2024-09-20 21:07:00,838,879,1717,0.0286,2989,success,search
1849,247,IT,Analytics,Anthropic,claude-3-opus,EU,2024-09-07 08:50:00,1227,907,2134,0.0379,1677,error,search
1850,90,HR,Analytics,Meta,llama-3-70b,US,2024-10-13 14:56:00,1141,474,1615,0.0421,2855,success,chat
1851,241,Operations,Support,Google,gemini-pro,Asia,2024-09-15 07:02:00,1432,174,1606,0.0604,1302,success,analysis
1852,154,Sales,Data Engineering,Anthropic,claude-3-opus,EU,2024-07-03 00:31:00,526,1157,1683,0.0592,1834,error,chat
1853,484,Sales,Analytics,Google,gemini-flash,EU,2024-02-07 20:57:00,617,560,1177,0.0501,780,success,coding
1854,144,HR,Product,Google,gemini-flash,EU,2024-11-29 13:39:00,72,1100,1172,0.0301,1829,success,chat
1855,416,Sales,Analytics,OpenAI,gpt-4o-mini,US,2024-01-08 18:36:00,717,710,1427,0.019,2232,success,search
1856,112,IT,Support,OpenAI,gpt-4o-mini,EU,2024-07-15 19:32:00,743,511,1254,0.0555,396,success,analysis
1857,156,HR,Data Engineering,Anthropic,claude-3-haiku,EU,2024-04-06 08:48:00,1303,1149,2452,0.0722,2525,success,chat
1858,439,Sales,Support,Meta,llama-3-8b,EU,2024-11-23 14:07:00,470,134,604,0.0063,429,success,analysis
1859,270,HR,Data Engineering,OpenAI,gpt-3.5-turbo,US,2024-03-18 22:49:00,1205,411,1616,0.0771,942,success,coding
1860,331,Finance,Research,Google,gemini-pro,US,2024-03-04 15:11:00,445,942,1387,0.0222,549,success,coding
1861,433,Operations,Analytics,OpenAI,gpt-4o,Asia,2024-02-21 06:01:00,1326,49,1375,0.0348,2565,success,search
1862,128,Operations,Research,Google,gemini-flash,Asia,2024-02-10 21:34:00,1383,1084,2467,0.1043,285,success,analysis
1863,223,Operations,Analytics,Google,gemini-pro,US,2024-01-03 19:07:00,1283,282,1565,0.0281,1259,success,analysis
1864,142,Finance,Analytics,Anthropic,claude-3-opus,Asia,2024-05-20 06:36:00,52,883,935,0.018,3060,success,chat
1865,460,Operations,Product,Anthropic,claude-3-opus,Asia,2024-07-28 18:16:00,548,550,1098,0.0322,3064,success,summarization
1866,203,Finance,Data Engineering,OpenAI,gpt-4o-mini,US,2024-07-10 16:49:00,1212,320,1532,0.0551,3281,success,coding
1867,424,Operations,Analytics,Google,gemini-pro,Asia,2024-05-16 04:54:00,997,677,1674,0.0618,2831,success,coding
1868,240,Finance,Product,Meta,llama-3-70b,Asia,2024-10-27 05:08:00,919,1100,2019,0.0858,659,success,chat
1869,139,IT,Research,Meta,llama-3-70b,EU,2024-01-06 02:02:00,262,465,727,0.0237,2983,success,search
1870,329,Finance,Analytics,Meta,llama-3-8b,US,2024-02-13 23:38:00,254,410,664,0.0173,1199,success,chat
1871,333,Operations,Product,Anthropic,claude-3-opus,US,2024-08-19 20:24:00,126,845,971,0.0345,205,error,analysis
1872,369,Sales,Research,Meta,llama-3-70b,Asia,2024-09-17 18:28:00,600,855,1455,0.022,1846,success,summarization
1873,66,IT,Research,Anthropic,claude-3-haiku,EU,2024-06-15 02:32:00,1150,1130,2280,0.0517,344,success,coding
1874,225,Operations,Research,Google,gemini-pro,EU,2024-08-24 04:44:00,1455,1011,2466,0.0548,1836,success,summarization
1875,352,IT,Product,Anthropic,claude-3-haiku,US,2024-11-01 12:59:00,191,922,1113,0.0113,3314,success,summarization
1876,141,HR,Product,OpenAI,gpt-4o,Asia,2024-01-11 03:47:00,594,942,1536,0.0696,1569,success,chat
1877,450,Finance,Data Engineering,Anthropic,claude-3-opus,US,2024-10-11 22:19:00,1007,792,1799,0.088,755,success,analysis
1878,125,HR,Research,Anthropic,claude-3-opus,US,2024-04-25 06:46:00,770,72,842,0.0235,1126,success,summarization
1879,177,Finance,Support,Meta,llama-3-8b,EU,2024-11-11 04:42:00,1341,625,1966,0.048,3230,success,summarization
1880,246,IT,Analytics,Anthropic,claude-3-opus,EU,2024-08-23 09:46:00,112,987,1099,0.053,1430,error,analysis
1881,255,Finance,Support,Anthropic,claude-3-haiku,Asia,2024-10-30 04:09:00,1362,984,2346,0.111,949,error,coding
1882,463,HR,Support,Anthropic,claude-3-opus,EU,2024-11-08 09:16:00,653,635,1288,0.0315,2977,success,search
1883,430,Finance,Data Engineering,OpenAI,gpt-3.5-turbo,EU,2024-04-03 07:17:00,1272,775,2047,0.0697,3401,success,chat
1884,190,Marketing,Analytics,Meta,llama-3-8b,EU,2024-06-01 12:30:00,298,969,1267,0.0348,2882,success,coding
1885,150,HR,Product,Meta,llama-3-70b,EU,2024-08-29 01:42:00,1034,1141,2175,0.0251,3237,success,search
1886,73,HR,Data Engineering,Google,gemini-pro,US,2024-06-21 14:11:00,1093,62,1155,0.0547,2705,success,search
1887,272,Sales,Product,Google,gemini-flash,US,2024-10-06 17:23:00,874,1186,2060,0.056,1643,success,analysis
1888,150,Marketing,Data Engineering,Google,gemini-flash,EU,2024-02-18 17:36:00,295,657,952,0.0401,2852,success,chat
1889,210,Finance,Research,Anthropic,claude-3-haiku,Asia,2024-12-10 23:19:00,1204,1155,2359,0.0387,1415,success,analysis
1890,487,Operations,Analytics,Google,gemini-pro,EU,2024-12-17 09:13:00,544,367,911,0.0423,148,success,search
1891,113,HR,Product,Google,gemini-flash,EU,2024-05-25 16:16:00,672,760,1432,0.0522,3118,success,search
1892,271,HR,Analytics,Google,gemini-pro,Asia,2024-07-24 16:16:00,182,112,294,0.0071,2496,success,search
1893,20,IT,Analytics,Google,gemini-flash,EU,2024-08-03 14:46:00,160,898,1058,0.0149,3329,success,coding
1894,130,Operations,Product,OpenAI,gpt-4o,US,2024-11-21 06:23:00,378,151,529,0.0088,3069,success,coding
1895,13,Sales,Product,Anthropic,claude-3-opus,EU,2024-11-28 00:11:00,1096,308,1404,0.0152,2156,success,chat
1896,209,Operations,Data Engineering,Meta,llama-3-70b,EU,2024-04-03 14:19:00,973,952,1925,0.0467,3223,success,search
1897,311,Marketing,Analytics,Meta,llama-3-70b,EU,2024-04-13 05:18:00,1475,1104,2579,0.1076,1803,success,chat
1898,128,Sales,Analytics,Meta,llama-3-8b,Asia,2024-10-15 00:31:00,670,225,895,0.0227,1878,success,chat
1899,364,Sales,Analytics,Google,gemini-flash,Asia,2024-01-29 16:14:00,1429,177,1606,0.0569,1488,success,search
1900,63,Operations,Support,OpenAI,gpt-3.5-turbo,EU,2024-04-11 21:07:00,451,635,1086,0.0303,328,success,analysis
1901,320,Sales,Support,Google,gemini-pro,Asia,2024-09-17 00:26:00,586,297,883,0.0297,1134,success,chat
1902,355,IT,Research,Meta,llama-3-70b,US,2024-02-15 06:09:00,175,335,510,0.0241,1212,success,search
1903,281,Operations,Support,Anthropic,claude-3-haiku,Asia,2024-11-22 14:04:00,677,718,1395,0.0583,1332,success,coding
1904,279,HR,Support,Google,gemini-pro,US,2024-01-18 15:21:00,492,866,1358,0.0422,246,success,search
1905,289,Operations,Support,OpenAI,gpt-3.5-turbo,EU,2024-06-18 10:07:00,570,659,1229,0.0351,2291,success,coding
1906,345,Sales,Research,Google,gemini-pro,EU,2024-01-15 00:31:00,1459,43,1502,0.0484,1821,success,summarization
1907,270,Marketing,Product,Meta,llama-3-8b,Asia,2024-01-27 05:14:00,1473,887,2360,0.0504,563,success,coding
1908,418,Sales,Product,Google,gemini-pro,US,2024-09-25 01:19:00,1294,652,1946,0.0662,171,success,analysis
1909,328,Finance,Support,Google,gemini-flash,Asia,2024-07-23 22:07:00,1356,103,1459,0.0253,596,success,search
1910,362,Sales,Product,Meta,llama-3-8b,US,2024-07-05 14:47:00,1037,609,1646,0.0805,472,success,search
1911,225,HR,Research,Meta,llama-3-70b,EU,2024-11-24 21:09:00,142,353,495,0.0163,835,success,chat
1912,372,Sales,Data Engineering,OpenAI,gpt-4o-mini,EU,2024-01-31 08:03:00,395,1156,1551,0.0363,1795,success,analysis
1913,403,Operations,Support,Anthropic,claude-3-opus,US,2024-06-05 01:54:00,768,810,1578,0.0463,1503,success,chat
1914,15,IT,Analytics,Meta,llama-3-8b,Asia,2024-07-02 17:49:00,713,629,1342,0.0416,2873,success,search
1915,128,HR,Analytics,Google,gemini-pro,US,2024-05-30 06:16:00,827,440,1267,0.0173,1175,success,chat
1916,138,Operations,Research,Anthropic,claude-3-haiku,EU,2024-04-30 08:04:00,1101,606,1707,0.0257,1551,error,search
1917,231,Sales,Data Engineering,Anthropic,claude-3-haiku,EU,2024-02-26 13:27:00,1302,1018,2320,0.0273,3465,success,coding
1918,375,Marketing,Data Engineering,OpenAI,gpt-4o,US,2024-01-01 00:09:00,1177,233,1410,0.0255,3087,success,chat
1919,266,IT,Data Engineering,Meta,llama-3-8b,US,2024-06-05 18:47:00,1127,1084,2211,0.0651,204,success,chat
1920,119,Operations,Research,Google,gemini-flash,US,2024-08-04 14:39:00,302,324,626,0.0244,648,success,analysis
1921,101,HR,Support,OpenAI,gpt-4o,EU,2024-03-28 14:49:00,1140,328,1468,0.0259,1943,success,coding
1922,231,Finance,Analytics,OpenAI,gpt-4o-mini,US,2024-11-27 11:58:00,1129,361,1490,0.0628,2540,success,coding
1923,109,Marketing,Data Engineering,Meta,llama-3-8b,EU,2024-06-05 21:42:00,923,410,1333,0.0438,546,success,coding
1924,16,Operations,Product,OpenAI,gpt-4o-mini,US,2024-12-05 02:43:00,366,471,837,0.0111,2820,success,summarization
1925,363,Marketing,Data Engineering,Anthropic,claude-3-opus,US,2024-07-24 00:46:00,327,1038,1365,0.0398,1109,success,chat
1926,326,HR,Analytics,Anthropic,claude-3-opus,Asia,2024-06-19 23:45:00,515,868,1383,0.0643,1707,success,coding
1927,234,Operations,Analytics,Anthropic,claude-3-opus,Asia,2024-12-21 17:38:00,79,388,467,0.0189,2233,success,summarization
1928,327,HR,Research,Google,gemini-pro,US,2024-12-10 01:06:00,796,342,1138,0.0204,1922,success,summarization
1929,320,Operations,Research,Google,gemini-flash,Asia,2024-08-21 12:50:00,954,727,1681,0.0804,2936,success,coding
1930,271,Finance,Data Engineering,Meta,llama-3-8b,EU,2024-07-31 22:55:00,400,209,609,0.0072,1286,success,chat
1931,353,Operations,Data Engineering,Google,gemini-flash,EU,2024-03-03 22:44:00,1169,803,1972,0.0596,3128,success,summarization
1932,469,HR,Research,Meta,llama-3-70b,Asia,2024-04-29 14:56:00,849,1136,1985,0.0281,834,success,search
1933,147,Sales,Support,OpenAI,gpt-4o-mini,Asia,2024-04-11 14:18:00,167,511,678,0.0141,2737,success,coding
1934,73,Marketing,Product,Google,gemini-flash,US,2024-01-31 13:37:00,156,411,567,0.0161,343,error,search
1935,210,Marketing,Research,OpenAI,gpt-3.5-turbo,Asia,2024-06-14 03:18:00,918,497,1415,0.0555,1661,success,coding
1936,123,Marketing,Research,Meta,llama-3-8b,Asia,2024-10-14 14:26:00,653,1044,1697,0.0467,2115,success,chat
1937,13,Sales,Research,Anthropic,claude-3-opus,Asia,2024-06-13 10:23:00,1382,889,2271,0.0478,1376,success,analysis
1938,219,Operations,Support,Anthropic,claude-3-opus,Asia,2024-03-19 11:57:00,348,1129,1477,0.0352,248,success,search
1939,376,Marketing,Research,Anthropic,claude-3-opus,US,2024-06-01 08:48:00,171,567,738,0.0358,3409,success,chat
1940,273,Marketing,Analytics,OpenAI,gpt-4o,US,2024-05-15 05:35:00,131,521,652,0.0169,1024,success,coding
1941,330,HR,Product,OpenAI,gpt-4o,US,2024-10-20 10:56:00,1117,1034,2151,0.0886,807,success,chat
1942,89,Sales,Research,OpenAI,gpt-3.5-turbo,EU,2024-08-09 05:03:00,1482,1020,2502,0.0722,2917,success,coding
1943,27,Operations,Data Engineering,Anthropic,claude-3-haiku,Asia,2024-01-23 22:49:00,482,739,1221,0.0418,3270,success,summarization
1944,240,HR,Analytics,Anthropic,claude-3-haiku,EU,2024-03-12 08:47:00,650,1199,1849,0.0558,1312,success,summarization
1945,165,Operations,Product,Anthropic,claude-3-haiku,US,2024-03-04 05:26:00,920,928,1848,0.0585,908,success,summarization
1946,431,Sales,Analytics,Anthropic,claude-3-haiku,US,2024-11-27 02:13:00,320,579,899,0.0431,667,success,analysis
1947,177,Finance,Data Engineering,Anthropic,claude-3-haiku,EU,2024-11-24 13:16:00,1035,388,1423,0.0437,1457,success,chat
1948,199,Marketing,Analytics,Google,gemini-flash,Asia,2024-11-19 14:58:00,1242,827,2069,0.0613,1858,success,analysis
1949,472,Finance,Product,OpenAI,gpt-3.5-turbo,EU,2024-02-05 11:21:00,260,316,576,0.0154,842,success,summarization
1950,169,Operations,Data Engineering,Meta,llama-3-70b,EU,2024-08-01 15:21:00,1096,1162,2258,0.0686,2697,success,summarization
1951,327,HR,Data Engineering,Google,gemini-pro,EU,2024-02-25 22:32:00,844,232,1076,0.0154,2391,success,coding
1952,395,IT,Support,Google,gemini-flash,US,2024-10-01 07:39:00,1036,1100,2136,0.1022,1136,success,coding
1953,73,Finance,Support,OpenAI,gpt-4o-mini,EU,2024-12-25 05:56:00,1453,394,1847,0.09,1344,success,search
1954,349,Operations,Analytics,Google,gemini-flash,US,2024-01-18 05:48:00,1119,303,1422,0.0462,2052,success,coding
1955,156,HR,Product,Anthropic,claude-3-haiku,US,2024-03-18 10:13:00,173,1063,1236,0.0392,2690,success,chat
1956,442,Marketing,Research,Anthropic,claude-3-haiku,EU,2024-02-18 17:50:00,109,928,1037,0.0392,2929,success,summarization
1957,320,HR,Research,OpenAI,gpt-4o,EU,2024-04-10 03:27:00,1290,940,2230,0.1087,1841,success,coding
1958,486,Finance,Analytics,OpenAI,gpt-4o,Asia,2024-11-20 20:11:00,1057,655,1712,0.0647,3336,success,coding
1959,282,IT,Analytics,Meta,llama-3-8b,Asia,2024-03-25 08:37:00,783,120,903,0.0264,306,success,summarization
1960,235,Finance,Support,OpenAI,gpt-4o,EU,2024-01-09 03:37:00,1138,545,1683,0.0743,1892,success,summarization
1961,337,Sales,Analytics,Meta,llama-3-70b,US,2024-01-07 10:47:00,355,424,779,0.0178,1697,success,chat
1962,265,HR,Support,Meta,llama-3-70b,EU,2024-12-11 17:01:00,672,759,1431,0.0555,240,success,coding
1963,198,Finance,Analytics,Anthropic,claude-3-haiku,US,2024-02-21 15:23:00,188,488,676,0.0119,729,success,search
1964,175,Sales,Support,Google,gemini-pro,US,2024-04-29 22:54:00,254,597,851,0.0339,904,success,analysis
1965,431,Operations,Research,Google,gemini-flash,US,2024-02-13 10:51:00,908,911,1819,0.0508,739,success,summarization
1966,64,HR,Product,Anthropic,claude-3-opus,US,2024-10-11 13:18:00,374,471,845,0.041,325,success,chat
1967,337,Operations,Support,Anthropic,claude-3-opus,EU,2024-10-23 00:39:00,1016,967,1983,0.054,597,success,search
1968,239,Sales,Data Engineering,Google,gemini-pro,EU,2024-11-11 02:42:00,975,89,1064,0.0431,676,success,analysis
1969,417,Marketing,Data Engineering,OpenAI,gpt-4o-mini,US,2024-01-30 02:09:00,87,54,141,0.0017,3135,success,coding
1970,433,IT,Research,Meta,llama-3-8b,EU,2024-08-08 23:59:00,406,412,818,0.0352,668,success,chat
1971,268,IT,Data Engineering,Meta,llama-3-8b,EU,2024-04-09 22:55:00,1121,462,1583,0.0759,2724,success,search
1972,257,Marketing,Product,Anthropic,claude-3-haiku,EU,2024-02-15 19:51:00,118,931,1049,0.0149,2940,success,search
1973,147,HR,Research,Meta,llama-3-8b,Asia,2024-08-24 01:10:00,721,519,1240,0.0609,2196,success,chat
1974,145,HR,Research,Google,gemini-pro,US,2024-10-26 16:10:00,365,442,807,0.0393,2075,success,search
1975,332,Sales,Product,Meta,llama-3-8b,Asia,2024-04-11 10:03:00,1439,449,1888,0.0471,1684,success,search
1976,50,Operations,Research,Meta,llama-3-70b,Asia,2024-05-28 21:16:00,965,463,1428,0.0619,2204,success,chat
1977,170,Marketing,Research,Anthropic,claude-3-opus,Asia,2024-09-02 16:00:00,1013,1006,2019,0.0227,145,success,search
1978,148,HR,Support,Google,gemini-flash,EU,2024-11-30 06:59:00,1344,446,1790,0.0396,346,success,chat
1979,80,HR,Data Engineering,Meta,llama-3-70b,US,2024-10-13 05:35:00,279,821,1100,0.0545,2521,success,summarization
1980,214,Finance,Research,OpenAI,gpt-4o,EU,2024-07-20 18:31:00,787,1118,1905,0.0435,812,success,search
1981,214,HR,Analytics,Anthropic,claude-3-opus,EU,2024-03-19 16:49:00,1277,630,1907,0.0498,2686,success,summarization
1982,12,IT,Research,Anthropic,claude-3-haiku,US,2024-09-20 02:47:00,123,90,213,0.0084,1342,success,analysis
1983,227,Marketing,Research,OpenAI,gpt-4o,US,2024-04-02 18:51:00,863,61,924,0.0297,336,success,chat
1984,135,Operations,Product,OpenAI,gpt-3.5-turbo,US,2024-02-13 14:28:00,1254,587,1841,0.0915,1203,success,search
1985,468,HR,Data Engineering,OpenAI,gpt-4o,Asia,2024-06-24 06:11:00,1036,849,1885,0.0682,211,success,summarization
1986,227,Sales,Data Engineering,Google,gemini-pro,Asia,2024-09-14 10:45:00,1365,412,1777,0.048,3073,success,search
1987,283,Marketing,Data Engineering,Google,gemini-pro,Asia,2024-05-05 03:09:00,1479,146,1625,0.0622,2262,success,coding
1988,377,Sales,Data Engineering,Anthropic,claude-3-opus,US,2024-07-15 09:51:00,863,673,1536,0.0253,3069,error,analysis
1989,375,Marketing,Support,Anthropic,claude-3-opus,EU,2024-04-30 14:48:00,196,151,347,0.0059,2809,success,summarization
1990,427,HR,Analytics,Google,gemini-pro,US,2024-11-12 21:33:00,112,533,645,0.0134,3015,success,chat
1991,137,Finance,Support,Anthropic,claude-3-haiku,US,2024-11-19 09:47:00,1494,709,2203,0.0549,2080,success,summarization
1992,379,Operations,Product,Anthropic,claude-3-opus,Asia,2024-07-16 20:42:00,510,488,998,0.0175,1011,success,analysis
1993,170,IT,Data Engineering,Google,gemini-flash,EU,2024-10-09 11:03:00,1075,393,1468,0.0322,2785,success,summarization
1994,158,HR,Support,Anthropic,claude-3-opus,Asia,2024-05-02 14:40:00,1278,366,1644,0.0216,2342,success,summarization
1995,467,Finance,Research,Anthropic,claude-3-opus,EU,2024-07-30 15:58:00,1061,682,1743,0.0585,1004,success,coding
1996,87,Sales,Product,Google,gemini-flash,US,2024-06-26 17:28:00,615,645,1260,0.0518,2720,success,search
1997,80,Operations,Analytics,OpenAI,gpt-4o-mini,EU,2024-10-04 09:56:00,819,271,1090,0.0251,1585,success,chat
1998,287,IT,Product,OpenAI,gpt-4o-mini,EU,2024-09-10 13:45:00,1490,795,2285,0.0616,3043,success,chat
1999,107,HR,Research,Google,gemini-flash,EU,2024-05-22 12:19:00,737,1179,1916,0.0643,2072,success,coding
2000,305,HR,Analytics,OpenAI,gpt-4o-mini,US,2024-03-08 06:24:00,513,152,665,0.0071,1742,success,coding
2001,54,Marketing,Data Engineering,OpenAI,gpt-4o-mini,EU,2024-04-13 03:14:00,890,878,1768,0.0665,122,success,chat
2002,164,Finance,Support,Anthropic,claude-3-haiku,EU,2024-02-18 15:02:00,815,994,1809,0.0604,3230,success,search
2003,423,Sales,Analytics,Google,gemini-pro,Asia,2024-07-28 21:24:00,875,245,1120,0.0191,756,success,coding
2004,21,Finance,Support,Anthropic,claude-3-haiku,US,2024-02-26 02:30:00,1163,340,1503,0.0364,2404,success,coding
2005,160,HR,Support,OpenAI,gpt-4o,Asia,2024-09-25 15:31:00,101,1120,1221,0.0211,2447,success,summarization
2006,68,Sales,Support,Google,gemini-pro,US,2024-05-05 02:19:00,827,861,1688,0.0301,1960,success,chat
2007,273,Sales,Data Engineering,Meta,llama-3-70b,US,2024-02-05 04:52:00,77,1104,1181,0.038,690,success,coding
2008,23,Finance,Support,Anthropic,claude-3-opus,Asia,2024-07-22 08:43:00,669,615,1284,0.0469,2331,success,search
2009,479,IT,Support,Anthropic,claude-3-opus,Asia,2024-04-28 00:40:00,178,320,498,0.0086,2333,success,coding
2010,285,IT,Support,OpenAI,gpt-4o,US,2024-12-22 18:36:00,541,542,1083,0.0497,2614,success,search
2011,346,Sales,Product,Anthropic,claude-3-haiku,Asia,2024-10-22 01:21:00,650,1153,1803,0.0272,3037,error,chat
2012,417,Finance,Data Engineering,Meta,llama-3-8b,EU,2024-05-30 15:43:00,437,270,707,0.0109,1854,success,analysis
2013,151,HR,Research,OpenAI,gpt-3.5-turbo,US,2024-10-05 13:56:00,225,416,641,0.028,3404,success,summarization
2014,213,HR,Analytics,Anthropic,claude-3-haiku,EU,2024-06-05 23:21:00,501,306,807,0.035,1858,success,analysis
2015,88,IT,Data Engineering,Anthropic,claude-3-opus,Asia,2024-10-15 14:54:00,1355,70,1425,0.0404,2441,success,chat
2016,451,Marketing,Support,Google,gemini-pro,EU,2024-12-05 14:02:00,1340,570,1910,0.0954,1951,success,summarization
2017,142,Finance,Product,Anthropic,claude-3-haiku,US,2024-06-27 16:04:00,1134,819,1953,0.0482,3038,success,analysis
2018,497,HR,Research,Google,gemini-pro,US,2024-11-11 13:54:00,93,173,266,0.0086,1097,success,summarization
2019,417,HR,Research,OpenAI,gpt-3.5-turbo,Asia,2024-12-15 03:08:00,1469,84,1553,0.0673,1546,success,analysis
2020,31,HR,Support,OpenAI,gpt-4o-mini,EU,2024-01-09 01:13:00,846,354,1200,0.0138,179,error,coding
2021,52,Operations,Data Engineering,OpenAI,gpt-4o,EU,2024-06-08 05:57:00,1034,1165,2199,0.057,2864,success,search
2022,387,IT,Product,Meta,llama-3-70b,EU,2024-09-09 14:58:00,521,103,624,0.0198,688,success,summarization
2023,397,HR,Analytics,Meta,llama-3-8b,Asia,2024-12-20 23:58:00,613,496,1109,0.0331,1091,success,summarization
2024,120,Operations,Data Engineering,Anthropic,claude-3-opus,Asia,2024-02-18 23:57:00,786,1023,1809,0.0485,1704,success,search
2025,470,HR,Product,Google,gemini-flash,Asia,2024-04-14 19:44:00,116,602,718,0.0304,2850,success,chat
2026,312,Marketing,Data Engineering,Google,gemini-pro,EU,2024-01-31 12:06:00,542,692,1234,0.0404,1731,success,coding
2027,476,Marketing,Support,OpenAI,gpt-4o-mini,US,2024-10-31 01:53:00,358,804,1162,0.035,1236,success,coding
2028,121,Sales,Data Engineering,Google,gemini-flash,EU,2024-01-01 09:54:00,505,161,666,0.0288,1028,error,coding
2029,39,Marketing,Research,OpenAI,gpt-4o,Asia,2024-06-08 12:57:00,1270,663,1933,0.0925,2919,success,analysis
2030,200,Operations,Product,Anthropic,claude-3-opus,US,2024-09-06 13:45:00,615,541,1156,0.0396,388,success,summarization
2031,383,HR,Data Engineering,Meta,llama-3-8b,Asia,2024-08-25 18:34:00,577,946,1523,0.0453,3419,success,chat
2032,42,Sales,Support,Google,gemini-flash,US,2024-12-17 23:57:00,1291,1140,2431,0.0718,898,success,summarization
2033,115,Sales,Research,Meta,llama-3-8b,EU,2024-02-07 08:17:00,61,862,923,0.0383,2790,error,summarization
2034,242,Marketing,Support,Meta,llama-3-8b,Asia,2024-06-30 03:00:00,1291,135,1426,0.0462,1595,success,coding
2035,242,Marketing,Data Engineering,Anthropic,claude-3-opus,Asia,2024-11-01 07:39:00,895,922,1817,0.0627,2628,success,summarization
2036,21,Marketing,Support,Meta,llama-3-8b,US,2024-08-16 14:47:00,457,927,1384,0.0282,2786,success,analysis
2037,448,IT,Product,OpenAI,gpt-4o-mini,US,2024-08-31 01:19:00,864,947,1811,0.0543,515,success,analysis
2038,298,HR,Support,Meta,llama-3-70b,EU,2024-10-15 14:37:00,134,196,330,0.0059,1195,success,summarization
2039,238,IT,Support,Google,gemini-flash,EU,2024-09-01 17:58:00,1046,502,1548,0.0697,374,success,coding
2040,380,Sales,Product,Google,gemini-flash,US,2024-01-07 04:22:00,1093,519,1612,0.0781,2676,success,analysis
2041,387,IT,Analytics,Google,gemini-flash,Asia,2024-01-02 12:28:00,138,515,653,0.0311,3255,success,analysis
2042,228,Marketing,Support,Anthropic,claude-3-opus,EU,2024-09-17 03:24:00,136,336,472,0.0155,539,error,chat
2043,121,Finance,Research,OpenAI,gpt-4o,EU,2024-02-29 23:05:00,313,1006,1319,0.0465,2640,success,search
2044,128,Marketing,Support,OpenAI,gpt-3.5-turbo,US,2024-03-19 07:22:00,1042,440,1482,0.0449,3001,success,summarization
2045,289,Sales,Data Engineering,Meta,llama-3-8b,US,2024-04-10 22:29:00,1035,1163,2198,0.0803,2730,success,chat
2046,328,Sales,Research,OpenAI,gpt-4o-mini,US,2024-03-10 23:49:00,1104,410,1514,0.0693,2491,success,search
2047,116,Operations,Research,Anthropic,claude-3-opus,US,2024-04-28 13:15:00,215,729,944,0.0109,1142,success,chat
2048,320,HR,Data Engineering,Anthropic,claude-3-haiku,EU,2024-10-31 08:32:00,1029,574,1603,0.0639,2339,success,summarization
2049,336,Operations,Research,Google,gemini-flash,US,2024-04-23 00:39:00,629,504,1133,0.0536,2574,success,coding
2050,278,Marketing,Data Engineering,OpenAI,gpt-4o,US,2024-04-01 19:55:00,1132,126,1258,0.0464,2808,success,summarization
2051,428,HR,Research,Google,gemini-pro,Asia,2024-12-16 16:30:00,1338,38,1376,0.0204,372,success,coding
2052,33,Marketing,Data Engineering,Anthropic,claude-3-haiku,Asia,2024-12-10 14:15:00,1081,237,1318,0.0517,1246,success,coding
2053,443,Finance,Product,OpenAI,gpt-4o-mini,US,2024-01-23 20:23:00,253,547,800,0.0382,2664,success,analysis
2054,445,Finance,Product,Meta,llama-3-8b,EU,2024-08-23 14:57:00,738,879,1617,0.0735,1561,success,summarization
2055,325,HR,Product,Anthropic,claude-3-opus,Asia,2024-05-13 22:58:00,1209,416,1625,0.0313,2653,success,search
2056,111,HR,Product,OpenAI,gpt-4o,US,2024-04-17 21:25:00,729,719,1448,0.0481,1668,success,chat
2057,336,Finance,Data Engineering,OpenAI,gpt-4o,Asia,2024-05-27 06:40:00,1219,922,2141,0.0788,883,success,chat
